Analysis_ID,Province,Census_Division,Municipality_ID,Municipality_Name,Market_Zone_ID,Market_Zone_Name,Zone_Type,Is_Official_Zone,Candidate_ID,Candidate_Name,Candidate_Address,Latitude,Longitude,Radius_km,Population,Previous_Population,Population_Growth_Pct,Land_Area_km2,Population_Density,Population_20_34,Age_20_34_Pct,Population_18_34_Estimated,Age_18_34_Pct,Target_Age_Population,Target_Age_Pct,Private_Households,Renter_Households,Renter_Pct,Apartment_Dwellings,Apartment_Pct,Average_Household_Income,Estimated_Median_Income,Labour_Force_Population,Employed_Population,Unemployed_Population,Employment_Rate,Unemployment_Rate,Transit_Stops,Transit_Commuters,Transit_Commuter_Pct,Walking_Commuters,Nearest_College_km,Nearest_University_km,Education_Facilities_Count,Parking_Available,Parking_Spaces,Road_Visibility_Rating,Accessibility_Rating,Total_Gym_Count,Budget_Gym_Count,Midmarket_Gym_Count,Premium_Gym_Count,Boutique_Gym_Count,Independent_Gym_Count,Chain_Gym_Count,Gyms_Per_10k,Budget_Gyms_Per_10k,Population_Per_Gym,Target_Population_Per_Gym,Target_Population_Per_Budget_Gym,No_Budget_Gym_Flag,Nearest_Gym_km,Nearest_Budget_Gym_km,Gyms_With_Verified_Prices,Price_Completeness_Pct,Minimum_Monthly_Fee,Average_Monthly_Fee,Median_Monthly_Fee,Maximum_Monthly_Fee,Average_Joining_Fee,No_Contract_Gym_Count,Free_Trial_Gym_Count,Open_24_7_Count,Personal_Training_Count,Group_Classes_Count,Cardio_Equipment_Count,Free_Weights_Count,Showers_Count,Locker_Count,Parking_Count,Pool_Count,Sauna_Count,Childcare_Count,Women_Only_Area_Count,Accessible_Gym_Count,Average_Service_Count,No_24_7_Gym_Flag,No_Childcare_Gym_Flag,No_Pool_Gym_Flag,No_Women_Only_Gym_Flag,Missing_Service_Count,Service_Gap_Score,Commercial_Space_Available,Floor_Area_sqft,Monthly_Rent,Annual_Rent_Per_sqft,Zoning_Compatible,Parking_Requirement_Met,Property_Condition_Rating,Property_Cost_Score,Property_Suitability_Score,Demand_Score,Growth_Score,Affordability_Fit_Score,Accessibility_Score,Competition_Gap_Score,Property_Score,Opportunity_Score,Municipality_Rank,Market_Zone_Rank,Candidate_Rank,Recommendation_Category,Census_Year,Gym_Data_Date,Property_Data_Date,Census_Completeness_Pct,Gym_Location_Completeness_Pct,Price_Completeness_Pct_Quality,Service_Completeness_Pct,Data_Quality_Score,Missing_Required_Fields,Primary_Census_Source_ID,Boundary_Source_ID,Analysis_Status,Last_Refresh_Date,Limitations
KIT-WEST-KITCHEN-3KM,Ontario,,M0006,Kitchener,KIT-WEST-KITCHEN,West Kitchener,Higher-Income Suburban Market,0,KIT-WEST-KITCHEN-C,West Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.418663,-80.519102,3,58557,,0.10099999999999999,14.21,2859.8,8631,0.2123278572377452,9669,0.2378632894950479,13929,0.2378707925610943,14157,3852,0.2718611052297269,2139,0.15109133290951474,110132,100726,22065,19572,2445,0.601956080457649,0.11080897348742352,,,,,,,,,,,,1,0,,1,0,0,1,0.17,0,58557,13929,,1,2.1,3.38,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,55.5,62.2,60.9,,100,,71.7,1,1,1,Shortlist,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-CENTRAL-HAMI-1KM,Ontario,,M0004,Hamilton,HAM-CENTRAL-HAMI,Central Hamilton,Value-Oriented Rental Market,0,HAM-CENTRAL-HAMI-C,Central Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.249096,-79.846627,1,33004,,0.06,12.03,2743.1,8522,0.2582079965095563,9093,0.2755147798475355,9093,0.2755120591443461,15081,7903,0.524002121734518,7454,0.49426430608049865,79771,67965,17069,14717,2366,0.530992928272478,0.13861386138613863,,,,,,,,,,,,1,0,,0,0,1,0,0.3,0,33004,9093,,1,0.3,1.87,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,74.3,34.5,16.4,,55.5,,60,1,1,2,Further investigation,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-SOUTH-KITCHE-3KM,Ontario,,M0006,Kitchener,KIT-SOUTH-KITCHE,South Kitchener,Higher-Income Suburban Market,0,KIT-SOUTH-KITCHE-C,South Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.389653,-80.455306,3,34866,,0.10099999999999999,28.18,1022,6615,0.22968271494343867,7365,0.25572383908668567,8916,0.25572190672861816,9582,2409,0.2528337531486146,1389,0.14495929868503443,127335,111861,15996,14436,1563,0.6385350318471338,0.0977119279819955,,,,,,,,,,,,1,0,,1,1,0,1,0.29,0,34866,8916,,1,2,3.25,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,45.5,62.2,76.1,,58.7,,59.4,2,1,3,Further investigation,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-NORTH-LONDON-3KM,Ontario,,M0007,London,LON-NORTH-LONDON,North London,Higher-Income Suburban Market,0,LON-NORTH-LONDON-C,North London centroid candidate,Approximate market-zone centroid; no property address collected,43.030798,-81.259027,3,68000,,0.1,31.65,1382.8,9045,0.20667105371390967,10219,0.23348687998683887,15877,0.23348529411764707,16197,5658,0.34925925925925927,4194,0.2589368401555844,115405,96264,21741,19170,2550,0.5490162385084629,0.1172899130674762,,,,,,,,,,,,2,0,,1,0,1,1,0.29,0,34000,7939,,1,1.25,3.84,,,,,,,,,,0,1,1,2,2,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,52.5,61.5,54.9,,57.2,,59.3,1,1,4,Further investigation,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-NORTH-OSHAWA-3KM,Ontario,,M0008,Oshawa,OSH-NORTH-OSHAWA,North Oshawa,Higher-Income Suburban Market,0,OSH-NORTH-OSHAWA-C,North Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.936827,-78.85502,3,57852,,0.1,19.12,1824.6,6393,0.18328975435216405,7333,0.2102284456065506,12162,0.21022609417133375,12141,3837,0.3155687145324451,2397,0.19743019520632568,114339,102632,17394,14811,2580,0.5244316974718505,0.14832700931355638,,,,,,,,,,,,2,0,,2,1,0,2,0.35,0,28926,6081,,1,0.4,6.02,,,,,,,,,,0,2,2,2,2,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,49.6,61.5,63.5,,48.4,,57,1,1,5,Further investigation,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-NORTHWEST-KI-3KM,Ontario,,M0006,Kitchener,KIT-NORTHWEST-KI,Northwest Kitchener,Dense Urban Market,0,KIT-NORTHWEST-KI-C,Northwest Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.445301,-80.502588,3,57032,,0.10099999999999999,9.43,3628,9780,0.2858044606536681,10330,0.3018656193014448,17216,0.3018656193014448,16167,9975,0.6175705794947994,9747,0.6028947856745221,83663,69318,18936,16680,2259,0.5771226904712476,0.11929657794676807,,,,,,,,,,,,7,0,,6,6,6,1,1.23,0,8147,2459,,1,0.76,3.46,,,,,,,,,,0,6,6,7,7,,,,0,0,,0,,1.71,1,,1,1,3,100,,,,,,,,,,84.8,62.2,18.2,,12.2,,55.8,3,1,6,Further investigation,2021,2026-07-27,,1,0.48,0,0.75,68,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WAT-SOUTHWEST-WA-1KM,Ontario,,M0011,Waterloo,WAT-SOUTHWEST-WA,Southwest Waterloo,Higher-Income Suburban Market,0,WAT-SOUTHWEST-WA-C,Southwest Waterloo centroid candidate,Approximate market-zone centroid; no property address collected,43.453532,-80.560197,1,9396,,0.157,2.73,2322.3,1333,0.21010655065884876,1506,0.23734316877876552,2230,0.2373350361856109,2306,617,0.2636752136752137,374,0.16218560277536861,137907,115378,3365,2982,377,0.5688668447157573,0.11203566121842497,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.43,4.2,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,49.9,100,80.8,,14.3,,54.1,1,1,7,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-NORTHWEST-KI-1KM,Ontario,,M0006,Kitchener,KIT-NORTHWEST-KI,Northwest Kitchener,Dense Urban Market,0,KIT-NORTHWEST-KI-C,Northwest Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.445301,-80.502588,1,12396,,0.10099999999999999,3.14,3628,3260,0.2858044606536681,3443,0.3018656193014448,3742,0.30187157147466925,5389,3325,0.6175705794947994,3249,0.6028947856745221,83663,69318,6312,5560,753,0.5771226904712476,0.11929657794676807,,,,,,,,,,,,3,0,,2,2,2,1,2.42,0,4132,1247,,1,0.76,3.46,,,,,,,,,,0,2,2,3,3,,,,0,0,,0,,1.33,1,,1,1,3,100,,,,,,,,,,84.8,62.2,18.2,,5.2,,54,4,2,8,Further investigation,2021,2026-07-27,,1,0.52,0,0.75,69.3,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WAT-NORTHEAST-WA-3KM,Ontario,,M0011,Waterloo,WAT-NORTHEAST-WA,Northeast Waterloo,Higher-Income Suburban Market,0,WAT-NORTHEAST-WA-C,Northeast Waterloo centroid candidate,Approximate market-zone centroid; no property address collected,43.501707,-80.50436,3,24467,,0.157,10.97,1338.7,2736,0.18633540372670807,3161,0.21526642693690748,5267,0.2152695467364205,5367,1191,0.22031076581576026,876,0.16321967579653437,153511,123386,8514,7659,858,0.6265030674846626,0.10077519379844961,,,,,,,,,,,,2,0,,2,1,1,1,0.82,0,12234,2634,,1,2.62,3.2,,,,,,,,,,0,2,2,2,2,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,42.3,100,91.7,,19.3,,53.8,2,1,9,Further investigation,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
THU-NORTHEAST-TH-3KM,Ontario,,M0010,Thunder Bay,THU-NORTHEAST-TH,Northeast Thunder Bay,Lower-Density Residential Market,0,THU-NORTHEAST-TH-C,Northeast Thunder Bay centroid candidate,Approximate market-zone centroid; no property address collected,48.447982,-89.239197,3,41501,,0.009000000000000001,63.61,511.9,6765,0.2077766516170644,7438,0.2284529623145674,9481,0.22845232644996505,14640,5013,0.34290991175867025,4230,0.2889344262295082,94745,82815,16125,14316,1770,0.5217581456374372,0.10976744186046511,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,4.93,4.93,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,50,0,36.6,,70.3,,53.7,1,1,10,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WAT-SOUTHWEST-WA-3KM,Ontario,,M0011,Waterloo,WAT-SOUTHWEST-WA,Southwest Waterloo,Higher-Income Suburban Market,0,WAT-SOUTHWEST-WA-C,Southwest Waterloo centroid candidate,Approximate market-zone centroid; no property address collected,43.453532,-80.560197,3,31722,,0.157,8.2,2322.3,3999,0.21010655065884876,4517,0.23734316877876552,7529,0.23734316877876552,6918,1851,0.2636752136752137,1122,0.16218560277536861,137907,115378,10095,8946,1131,0.5688668447157573,0.11203566121842497,,,,,,,,,,,,4,0,,3,2,2,2,1.26,0,7931,1882,,1,1.43,4.2,,,,,,,,,,0,3,3,4,4,,,,0,0,,0,,1.5,1,,1,1,3,100,,,,,,,,,,49.9,100,80.8,,11.8,,53.5,3,2,11,Further investigation,2021,2026-07-27,,1,0.6,0,0.75,72.2,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-WEST-LONDON-1KM,Ontario,,M0007,London,LON-WEST-LONDON,West London,Mixed Residential Market,0,LON-WEST-LONDON-C,West London centroid candidate,Approximate market-zone centroid; no property address collected,42.994255,-81.305303,1,13000,,0.1,5.46,2281,3066,0.24627297262562653,3369,0.2705950391980465,3518,0.2706153846153846,4932,2221,0.44941319303925537,1759,0.3566504460665045,98131,85829,6281,5476,812,0.5348700918148076,0.12927877726476675,,,,,,,,,,,,1,0,,0,0,1,0,0.77,0,13000,3518,,1,0.93,1.64,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,65.7,61.5,40.7,,20.6,,53.4,2,1,12,Further investigation,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-WEST-WINDSOR-3KM,Ontario,,M0012,Windsor,WIN-WEST-WINDSOR,West Windsor,Lower-Density Residential Market,0,WIN-WEST-WINDSOR-C,West Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.287448,-83.055502,3,30838,,0.057,19.22,980.9,4821,0.2556637393407153,5333,0.2828369606720122,8722,0.28283286853881573,6987,3138,0.4473909324208725,1737,0.24860455130957493,83139,70863,8460,6813,1650,0.4464320817770788,0.1950354609929078,,,,,,,,,,,,1,1,,0,0,0,1,0.32,0.32,30838,8722,8722,0,0.56,0.56,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,56.8,32.4,20.3,,51.7,,53.1,1,1,13,Further investigation,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-CENTRAL-LOND-1KM,Ontario,,M0007,London,LON-CENTRAL-LOND,Central London,Student / Young Adult Market,0,LON-CENTRAL-LOND-C,Central London centroid candidate,Approximate market-zone centroid; no property address collected,42.984248,-81.246192,1,13217,,0.1,4.72,2801.4,4075,0.3083197143030083,4283,0.32405726045638883,4283,0.3240523568131951,6858,4108,0.6000584282792871,4096,0.5972586759988335,77565,63103,7383,6308,1074,0.5558198960260816,0.14546932141405933,,,,,,,,,,,,2,0,,1,0,1,1,1.51,0,6609,2142,,1,0.14,2.75,,,,,,,,,,0,1,1,2,2,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,80.5,61.5,9.8,,9.5,,52.7,3,1,14,Further investigation,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIT-WEST-KITCHEN-1KM,Ontario,,M0006,Kitchener,KIT-WEST-KITCHEN,West Kitchener,Higher-Income Suburban Market,0,KIT-WEST-KITCHEN-C,West Kitchener centroid candidate,Approximate market-zone centroid; no property address collected,43.418663,-80.519102,1,13550,,0.10099999999999999,4.74,2859.8,2877,0.2123278572377452,3223,0.2378632894950479,3223,0.23785977859778598,4719,1284,0.2718611052297269,713,0.15109133290951474,110132,100726,7355,6524,815,0.601956080457649,0.11080897348742352,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,2.1,3.38,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,55.5,62.2,60.9,,21.6,,52.1,5,2,15,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GUE-WEST-GUELPH-1KM,Ontario,,M0003,Guelph,GUE-WEST-GUELPH,West Guelph,Mixed Residential Market,0,GUE-WEST-GUELPH-C,West Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.534926,-80.278632,1,12670,,0.091,4.35,1870.8,1769,0.21757847092393978,1946,0.23932401849847487,3032,0.2393054459352802,3160,1300,0.41191381495564006,1226,0.3879746835443038,100094,88726,4439,3926,519,0.5892240732402821,0.11691822482541113,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.07,2.53,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,62,55.4,44.6,,20,,51.7,1,1,16,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WAT-NORTHEAST-WA-1KM,Ontario,,M0011,Waterloo,WAT-NORTHEAST-WA,Northeast Waterloo,Higher-Income Suburban Market,0,WAT-NORTHEAST-WA-C,Northeast Waterloo centroid candidate,Approximate market-zone centroid; no property address collected,43.501707,-80.50436,1,7214,,0.157,3.66,1338.7,912,0.18633540372670807,1054,0.21526642693690748,1553,0.21527585250901027,1789,397,0.22031076581576026,292,0.16321967579653437,153511,123386,2838,2553,286,0.6265030674846626,0.10077519379844961,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,2.62,3.2,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,42.3,100,91.7,,10.5,,51.6,4,2,17,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
LON-NORTH-LONDON-1KM,Ontario,,M0007,London,LON-NORTH-LONDON,North London,Higher-Income Suburban Market,0,LON-NORTH-LONDON-C,North London centroid candidate,Approximate market-zone centroid; no property address collected,43.030798,-81.259027,1,14588,,0.1,10.55,1382.8,3015,0.20667105371390967,3406,0.23348687998683887,3406,0.23347957225116533,5399,1886,0.34925925925925927,1398,0.2589368401555844,115405,96264,7247,6390,850,0.5490162385084629,0.1172899130674762,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.25,3.84,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,52.5,61.5,54.9,,23.4,,50.9,4,2,18,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-NORTHWEST-WI-3KM,Ontario,,M0012,Windsor,WIN-NORTHWEST-WI,Northwest Windsor,Value-Oriented Rental Market,0,WIN-NORTHWEST-WI-C,Northwest Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.30778,-83.026393,3,56684,,0.057,10.7,3340.6,9675,0.27072175679532595,10376,0.2903312459076944,16457,0.2903288405899372,16581,9624,0.5805284111473037,8481,0.5114890537362041,66800,55926,16503,13215,3315,0.4415597433841219,0.20087256862388655,,,,,,,,,,,,4,0,,0,1,4,0,0.71,0,14171,4114,,1,1.31,3.23,,,,,,,,,,0,0,0,4,4,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,76.8,32.4,0,,22.7,,50.8,2,1,19,Further investigation,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
OSH-NORTH-OSHAWA-5KM,Ontario,,M0008,Oshawa,OSH-NORTH-OSHAWA,North Oshawa,Higher-Income Suburban Market,0,OSH-NORTH-OSHAWA-C,North Oshawa centroid candidate,Approximate market-zone centroid; no property address collected,43.936827,-78.85502,5,58132,,0.1,31.86,1824.6,10655,0.18328975435216405,12221,0.2102284456065506,12221,0.2102284456065506,20235,6395,0.3155687145324451,3995,0.19743019520632568,114339,102632,28990,24685,4300,0.5244316974718505,0.14832700931355638,,,,,,,,,,,,4,0,,2,1,2,2,0.69,0,14533,3055,,1,0.4,6.02,,,,,,,,,,0,2,2,4,4,,,,0,0,,0,,1,1,,1,1,3,100,,,,,,,,,,49.6,61.5,63.5,,23.3,,50.7,2,2,20,Further investigation,2021,2026-07-27,,1,0.55,0,0.75,70.5,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
HAM-SOUTH-HAMILT-1KM,Ontario,,M0004,Hamilton,HAM-SOUTH-HAMILT,South Hamilton,Mixed Residential Market,0,HAM-SOUTH-HAMILT-C,South Hamilton centroid candidate,Approximate market-zone centroid; no property address collected,43.211881,-79.874986,1,22273,,0.06,10.03,2221.5,4350,0.19530197726415602,4912,0.2205161359840526,4912,0.22053607506846856,7982,2229,0.27879924953095686,1080,0.1353044349787021,103515,92425,10830,9376,1446,0.5109815248787399,0.1335180055401662,,,,,,,,,,,,1,0,,1,1,1,0,0.45,0,22273,4912,,1,0.98,1.09,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,50.9,34.5,49.6,,36.8,,50.4,2,1,21,Further investigation,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
KIN-SOUTH-KINGST-1KM,Ontario,,M0005,Kingston,KIN-SOUTH-KINGST,South Kingston,Student / Young Adult Market,0,KIN-SOUTH-KINGST-C,South Kingston centroid candidate,Approximate market-zone centroid; no property address collected,44.23665,-76.512548,1,10785,,0.07,7.04,1532.4,3256,0.30189518970440976,3478,0.32251604049994437,3478,0.3224849327770051,5347,3389,0.6350009368559115,3139,0.5870581634561436,81965,65002,5533,4646,888,0.504013885875461,0.16049159587926984,,,,,,,,,,,,1,0,,0,0,1,0,0.93,0,10785,3478,,1,0.84,4.05,,,,,,,,,,0,0,0,1,1,,,,0,0,,0,,0,1,,1,1,3,100,,,,,,,,,,73.5,41.2,12.3,,16.8,,50.3,1,1,22,Further investigation,2021,2026-07-27,,1,0.45,0,0.75,67,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WIN-NORTHWEST-WI-1KM,Ontario,,M0012,Windsor,WIN-NORTHWEST-WI,Northwest Windsor,Value-Oriented Rental Market,0,WIN-NORTHWEST-WI-C,Northwest Windsor centroid candidate,Approximate market-zone centroid; no property address collected,42.30778,-83.026393,1,12856,,0.057,3.57,3340.6,3225,0.27072175679532595,3459,0.2903312459076944,3732,0.29029247044181705,5527,3208,0.5805284111473037,2827,0.5114890537362041,66800,55926,5501,4405,1105,0.4415597433841219,0.20087256862388655,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.31,3.23,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,76.8,32.4,0,,20.4,,50.2,3,2,23,Further investigation,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
WAT-WEST-WATERLO-1KM,Ontario,,M0011,Waterloo,WAT-WEST-WATERLO,West Waterloo,Higher-Income Suburban Market,0,WAT-WEST-WATERLO-C,West Waterloo centroid candidate,Approximate market-zone centroid; no property address collected,43.481344,-80.576422,1,5387,,0.157,3.9,1379.9,1063,0.19732689808798962,1231,0.22851308706144421,1231,0.22851308706144421,1772,348,0.19627749576988154,180,0.10158013544018059,142732,118884,2793,2480,310,0.5871212121212122,0.11099176512710347,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,1,1.58,2.64,,,,,,,,,,0,0,0,0,0,,,,0,0,,0,,,1,,1,1,3,100,,,,,,,,,,41.1,100,85.6,,7.4,,49.8,5,1,24,Lower priority,2021,2026-07-27,,1,0.6,0,0.6,70,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
GUE-NORTH-GUELPH-1KM,Ontario,,M0003,Guelph,GUE-NORTH-GUELPH,North Guelph,Mixed Residential Market,0,GUE-NORTH-GUELPH-C,North Guelph centroid candidate,Approximate market-zone centroid; no property address collected,43.56345,-80.2423,1,10255,,0.091,5.1,2009.2,2161,0.2107223652390982,2367,0.23077073094625167,2367,0.23081423695758166,4256,1374,0.3232180663373324,1468,0.3449248120300752,104641,89863,5692,5138,548,0.6153293413173653,0.09627547434996486,,,,,,,,,,,,1,0,,1,0,0,1,0.98,0,10255,2367,,1,0.65,1.34,,,,,,,,,,0,1,1,1,1,,,,0,0,,0,,2,1,,1,1,3,100,,,,,,,,,,58.8,55.4,46.1,,15.8,,49.7,2,1,25,Lower priority,2021,2026-07-27,,1,0.65,0,0.75,74,12,SRC_STATCAN_2021_PROFILE,SRC_STATCAN_2021_DA_GEOGRAPHY,Screening dataset - not property validated,2026-07-27,"Candidate is market-zone centroid; transit, real estate, price and property data not collected; estimated median income from DA aggregation."
