DA_DGUID,DA_ID,Municipality,CSD_DGUID,Census_Year,Municipality_Population_2021,Municipality_Population_2016,Municipality_Pop_Growth_Pct,TNR_SF_Pct,TNR_LF_Pct,Data_Quality_Flag,Population,Population_Density_Reported,Land_Area_km2,Age_15_19,Age_20_24,Age_25_29,Age_30_34,Occupied_Dwellings,Apartment_Duplex,Apartment_Under_5_Storeys,Apartment_5Plus_Storeys,Income_Household_Base_100Pct,Median_Household_Income,Income_Household_Base_25Pct,Average_Household_Income,Tenure_Household_Base,Renter_Households,Population_15Plus_Labour_Status,Labour_Force,Employed,Unemployed,Participation_Rate_Reported,Employment_Rate_Reported,Unemployment_Rate_Reported,Flag_1,Flag_6,Flag_7,Flag_14,Flag_15,Flag_16,Flag_17,Flag_41,Flag_45,Flag_46,Flag_47,Flag_228,Flag_229,Flag_237,Flag_238,Flag_1400,Flag_1402,Flag_2223,Flag_2224,Flag_2225,Flag_2226,Flag_2228,Flag_2229,Flag_2230
2021S051235390688,35390688,London,2021A00053539036,2021,422324,383822,10,2.2,5.7,00000,1256,10635.1,0.12,50,80,150,150,645,0,380,260,645,50000,645,53600,640,460,1035,570,425,140,55.1,41.1,24.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390689,35390689,London,2021A00053539036,2021,422324,383822,10,1.9,1.6,00000,1763,6622.8,0.27,110,100,155,120,725,0,175,310,725,65000,755,90000,755,530,1640,880,745,140,53.7,45.4,15.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390690,35390690,London,2021A00053539036,2021,422324,383822,10,1.9,2.9,00000,1635,6670.7,0.25,40,90,155,150,975,0,70,735,975,49200,980,53900,980,725,1385,765,655,110,55.2,47.3,14.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390691,35390691,London,2021A00053539036,2021,422324,383822,10,1.9,2.7,00000,1144,6544.6,0.17,35,50,85,75,745,0,75,585,750,29600,740,39400,745,675,1030,395,295,95,38.3,28.6,24.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390692,35390692,London,2021A00053539036,2021,422324,383822,10,3.1,4.3,00000,1213,4983.6,0.24,30,60,120,85,750,5,25,615,750,46000,740,58500,745,525,1125,655,570,85,58.2,50.7,13,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390693,35390693,London,2021A00053539036,2021,422324,383822,10,4.6,5.2,00000,1176,4466.4,0.26,60,95,135,145,540,0,0,410,540,60400,545,63200,545,480,955,665,565,100,69.6,59.2,15,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390694,35390694,London,2021A00053539036,2021,422324,383822,10,1.7,2,00000,1311,9886.9,0.13,55,85,135,125,605,0,0,465,605,59600,635,65600,630,545,1095,650,555,95,59.4,50.7,14.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390696,35390696,London,2021A00053539036,2021,422324,383822,10,2.6,2.7,00000,4152,4784,0.87,100,395,590,465,2110,5,125,1695,2110,56800,2105,63400,2100,1835,3485,2125,1805,320,61,51.8,15.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390697,35390697,London,2021A00053539036,2021,422324,383822,10,2.4,7.5,00000,399,2514.2,0.16,10,10,5,5,210,0,115,0,210,70000,215,164000,215,15,350,130,110,20,37.1,31.4,15.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390698,35390698,London,2021A00053539036,2021,422324,383822,10,0.9,2.4,00000,860,1074.1,0.8,50,50,55,55,335,5,0,0,335,101000,360,148500,360,70,805,450,365,80,55.9,45.3,17.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390699,35390699,London,2021A00053539036,2021,422324,383822,10,1.5,0,00000,420,3514.6,0.12,40,40,25,10,135,0,0,0,135,140000,140,144000,140,0,375,250,210,40,66.7,56,16,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390700,35390700,London,2021A00053539036,2021,422324,383822,10,0,0,00000,544,4047.6,0.13,70,50,25,20,150,0,0,0,150,146000,150,156000,155,10,445,300,255,40,67.4,57.3,13.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390701,35390701,London,2021A00053539036,2021,422324,383822,10,0,0,00000,760,5003.3,0.15,100,75,30,20,200,0,0,0,200,144000,210,157000,210,0,660,450,405,40,68.2,61.4,8.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390702,35390702,London,2021A00053539036,2021,422324,383822,10,0.5,0,00000,995,1282.7,0.78,50,55,60,65,375,0,0,0,375,94000,405,106400,400,25,935,595,510,75,63.6,54.5,12.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390703,35390703,London,2021A00053539036,2021,422324,383822,10,1.8,1.8,00000,623,2942.8,0.21,45,40,40,45,220,0,0,0,225,94000,225,110000,225,40,490,370,325,40,75.5,66.3,10.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390704,35390704,London,2021A00053539036,2021,422324,383822,10,45,100,04999,42,45.7,0.92,0,20,5,0,15,0,5,10,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6
2021S051235390705,35390705,London,2021A00053539036,2021,422324,383822,10,1.7,3,00000,817,2155.1,0.38,45,30,40,50,400,10,65,0,405,73500,400,76400,400,195,670,390,345,40,58.2,51.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390706,35390706,London,2021A00053539036,2021,422324,383822,10,1.3,2,00000,741,706.7,1.05,15,30,35,45,380,10,10,160,380,70500,395,83600,400,205,705,365,330,30,51.8,46.8,8.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390707,35390707,London,2021A00053539036,2021,422324,383822,10,0,0,00000,1000,3588.1,0.28,80,90,55,40,345,5,0,0,345,116000,375,142000,375,60,885,525,470,55,59.3,53.1,10.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390708,35390708,London,2021A00053539036,2021,422324,383822,10,0.4,0,00000,695,1792.2,0.39,55,50,30,20,250,0,0,0,250,137000,230,162000,230,25,530,305,275,30,57.5,51.9,9.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390709,35390709,London,2021A00053539036,2021,422324,383822,10,1,1.7,00000,1330,739.9,1.8,95,90,55,55,485,5,0,0,485,110000,460,150500,460,25,1045,630,550,80,60.3,52.6,12.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390711,35390711,London,2021A00053539036,2021,422324,383822,10,0.6,0,00000,537,5264.7,0.1,45,40,30,25,180,0,0,0,180,79000,185,91000,185,75,420,255,205,50,60.7,48.8,19.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390727,35390727,London,2021A00053539036,2021,422324,383822,10,1.6,2,00000,15367,546.6,28.11,1065,815,820,1140,4735,0,30,345,4730,112000,4775,123900,4775,1030,11260,7820,6860,960,69.4,60.9,12.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390728,35390728,London,2021A00053539036,2021,422324,383822,10,1.8,2.6,00000,4374,1661.5,2.63,305,240,180,195,1715,0,0,620,1715,128000,1670,184000,1670,455,3525,2035,1880,155,57.7,53.3,7.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390729,35390729,London,2021A00053539036,2021,422324,383822,10,0.6,1.1,00000,1051,2725.6,0.39,70,65,35,15,350,0,0,0,350,110000,350,162000,350,15,705,430,400,25,61,56.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390730,35390730,London,2021A00053539036,2021,422324,383822,10,2.4,5.1,00000,853,2265.6,0.38,35,40,30,35,380,0,0,125,380,81000,385,128000,385,200,710,280,260,15,39.4,36.6,5.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390731,35390731,London,2021A00053539036,2021,422324,383822,10,2.8,0,00000,312,78.3,3.98,15,25,15,10,105,0,5,0,105,141000,110,158000,105,20,290,180,160,20,62.1,55.2,11.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390745,35390745,London,2021A00053539036,2021,422324,383822,10,1.4,3.9,00000,868,64,13.56,55,35,45,25,295,5,0,0,295,166000,310,186000,310,25,665,425,390,35,63.9,58.6,8.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390746,35390746,London,2021A00053539036,2021,422324,383822,10,3.3,3.3,00000,6534,207,31.57,380,365,500,525,2185,0,10,685,2190,90000,2180,108900,2180,910,4825,2910,2580,330,60.3,53.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390747,35390747,London,2021A00053539036,2021,422324,383822,10,4.7,7.5,00000,431,9.6,44.8,20,30,20,20,170,5,0,0,170,99000,155,112000,155,35,350,230,205,20,65.7,58.6,8.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390836,35390836,London,2021A00053539036,2021,422324,383822,10,2.8,2.9,00000,354,9.9,35.93,20,15,20,5,140,0,0,0,145,92000,140,106000,140,20,270,220,210,10,81.5,77.8,4.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390837,35390837,London,2021A00053539036,2021,422324,383822,10,3.4,5.4,00000,375,11.9,31.59,15,10,25,15,145,0,5,0,150,100000,145,134000,145,15,365,200,195,0,54.8,53.4,0,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390838,35390838,London,2021A00053539036,2021,422324,383822,10,0.5,0,00000,728,49.4,14.74,60,50,40,35,220,0,0,0,220,120000,220,133000,220,20,550,425,390,40,77.3,70.9,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390839,35390839,London,2021A00053539036,2021,422324,383822,10,0.5,0,00000,601,4655.3,0.13,40,40,30,40,220,0,0,0,220,99000,225,104000,225,15,520,365,325,40,70.2,62.5,11,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390840,35390840,London,2021A00053539036,2021,422324,383822,10,0,0,00000,688,4664.4,0.15,45,50,35,45,220,0,0,0,215,124000,215,128000,215,0,540,395,330,60,73.1,61.1,15.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390841,35390841,London,2021A00053539036,2021,422324,383822,10,0.6,0,00000,573,2460.3,0.23,55,40,30,25,180,0,0,0,175,126000,180,136000,180,0,520,350,315,30,67.3,60.6,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390842,35390842,London,2021A00053539036,2021,422324,383822,10,1.4,2.3,00000,3351,1638.9,2.04,225,180,230,330,1035,0,5,60,1035,113000,1040,121000,1045,190,2450,1990,1810,175,81.2,73.9,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390843,35390843,London,2021A00053539036,2021,422324,383822,10,1.6,3.4,00000,2183,718.4,3.04,140,145,125,175,695,0,40,5,700,95000,700,97800,695,115,1595,950,790,155,59.6,49.5,16.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390844,35390844,London,2021A00053539036,2021,422324,383822,10,1.8,1.4,00000,844,197,4.28,60,50,50,60,280,5,0,0,285,108000,280,121000,285,20,700,475,425,50,67.9,60.7,10.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390845,35390845,London,2021A00053539036,2021,422324,383822,10,2.1,3.7,00000,1703,2081.4,0.82,115,115,115,130,655,0,160,0,650,70000,650,78000,650,300,1325,900,725,175,67.9,54.7,19.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390846,35390846,London,2021A00053539036,2021,422324,383822,10,0.6,0,00000,514,6401,0.08,35,30,40,45,180,0,0,0,180,97000,185,109000,185,20,425,330,275,55,77.6,64.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390847,35390847,London,2021A00053539036,2021,422324,383822,10,1.2,2.4,00000,508,4898.7,0.1,40,45,35,30,165,0,0,0,165,116000,165,131000,165,0,435,320,300,20,73.6,69,6.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390848,35390848,London,2021A00053539036,2021,422324,383822,10,0,0,00000,417,5232.1,0.08,25,35,40,35,135,0,0,0,135,116000,130,106000,130,0,350,220,200,20,62.9,57.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390849,35390849,London,2021A00053539036,2021,422324,383822,10,0,0,00000,494,2307.3,0.21,25,35,25,40,160,0,0,0,165,123000,165,112000,165,0,375,310,295,10,82.7,78.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390850,35390850,London,2021A00053539036,2021,422324,383822,10,1.1,0,00000,462,3360,0.14,20,30,35,20,175,0,0,0,175,105000,175,114000,175,10,400,265,255,15,66.3,63.8,5.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390851,35390851,London,2021A00053539036,2021,422324,383822,10,0.5,2,00000,509,1839.5,0.28,20,35,40,25,190,0,0,0,190,99000,195,115000,195,10,495,315,265,50,63.6,53.5,15.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390852,35390852,London,2021A00053539036,2021,422324,383822,10,1.2,2.4,00000,410,3436.7,0.12,25,20,40,25,165,0,0,0,165,87000,160,103000,160,15,400,250,195,60,62.5,48.8,24,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390853,35390853,London,2021A00053539036,2021,422324,383822,10,2,1.5,00000,539,3288.6,0.16,20,35,45,45,250,15,95,0,250,61600,250,68000,255,115,400,225,190,40,56.3,47.5,17.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390854,35390854,London,2021A00053539036,2021,422324,383822,10,2,2.9,00000,409,3674.8,0.11,30,45,30,40,155,5,30,0,150,68500,145,82000,145,70,335,170,160,15,50.7,47.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390855,35390855,London,2021A00053539036,2021,422324,383822,10,2.4,3.8,00000,796,6644.4,0.12,65,70,60,55,325,0,100,0,330,52400,325,71600,320,240,645,405,315,85,62.8,48.8,21,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390856,35390856,London,2021A00053539036,2021,422324,383822,10,1.6,6.7,00000,339,3821.9,0.09,30,30,20,15,125,15,0,0,125,101000,120,94000,120,15,265,180,155,25,67.9,58.5,13.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390857,35390857,London,2021A00053539036,2021,422324,383822,10,1,1.9,00000,615,1283.4,0.48,55,50,35,30,210,5,0,0,210,85000,215,101000,215,75,465,295,250,50,63.4,53.8,16.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390858,35390858,London,2021A00053539036,2021,422324,383822,10,0.6,0,00000,387,60.3,6.42,15,20,20,25,155,5,5,0,160,85000,165,100000,170,25,340,210,200,10,61.8,58.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390859,35390859,London,2021A00053539036,2021,422324,383822,10,1.2,2.4,00000,466,27.5,16.97,25,25,30,20,170,5,15,0,170,88000,165,88000,165,30,315,235,215,20,74.6,68.3,8.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390860,35390860,London,2021A00053539036,2021,422324,383822,10,2,3.1,00000,584,1567.4,0.37,50,30,45,40,250,0,0,55,250,48000,255,66000,250,185,455,250,195,55,54.9,42.9,22,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390889,35390889,London,2021A00053539036,2021,422324,383822,10,3.6,5.7,00000,290,877.7,0.33,5,20,20,45,140,15,20,0,135,76500,140,88000,140,45,245,145,135,10,59.2,55.1,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390890,35390890,London,2021A00053539036,2021,422324,383822,10,2.4,5.6,00000,762,1204.4,0.63,40,25,40,40,365,30,65,0,370,54400,355,69600,355,85,570,335,305,30,58.8,53.5,9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390891,35390891,London,2021A00053539036,2021,422324,383822,10,2,6.6,00000,648,780.7,0.83,5,25,60,65,305,0,0,305,305,57600,300,62800,300,165,425,240,215,25,56.5,50.6,10.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390892,35390892,London,2021A00053539036,2021,422324,383822,10,1,2.8,00000,1055,501.1,2.11,45,40,35,40,290,0,0,0,290,95000,275,110000,275,45,605,330,285,45,54.5,47.1,13.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390893,35390893,London,2021A00053539036,2021,422324,383822,10,0.9,1.2,00000,974,2830.6,0.34,65,55,80,65,340,0,0,0,335,92000,365,100800,365,110,835,550,480,70,65.9,57.5,12.7,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390894,35390894,London,2021A00053539036,2021,422324,383822,10,1.8,3.8,00009,294,2957.7,0.1,20,20,10,20,110,0,0,0,110,98000,,,95,0,195,115,100,15,59,51.3,13,,,,,,,,,,,,,,6,6,,,,,,,,,
2021S051235390895,35390895,London,2021A00053539036,2021,422324,383822,10,2.5,3.3,00009,313,3105.2,0.1,15,15,10,15,120,0,0,0,125,114000,,,105,0,215,115,110,0,53.5,51.2,0,,,,,,,,,,,,,,6,6,,,,,,,,,
2021S051235390896,35390896,London,2021A00053539036,2021,422324,383822,10,0,0,00909,224,2679.4,0.08,20,15,10,10,85,0,0,0,,,,,85,0,190,130,105,25,68.4,55.3,19.2,,,,,,,,,,,,6,6,6,6,,,,,,,,,
2021S051235390897,35390897,London,2021A00053539036,2021,422324,383822,10,0,0,00000,736,3709.7,0.2,75,35,25,35,215,0,0,0,220,141000,225,157000,225,10,570,435,410,30,76.3,71.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390898,35390898,London,2021A00053539036,2021,422324,383822,10,0.2,0,00000,1269,1727.2,0.73,95,70,50,45,420,0,0,0,415,145000,425,166000,425,10,980,675,605,70,68.9,61.7,10.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390899,35390899,London,2021A00053539036,2021,422324,383822,10,1.7,1.7,00000,2310,1120.1,2.06,180,85,80,125,700,0,0,0,700,146000,700,190400,705,30,1710,1165,1025,140,68.1,59.9,12,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390900,35390900,London,2021A00053539036,2021,422324,383822,10,0,0,00000,1039,1195.4,0.87,85,70,30,40,320,5,0,0,315,164000,330,165000,330,10,815,610,555,55,74.8,68.1,9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390901,35390901,London,2021A00053539036,2021,422324,383822,10,1.2,2.7,00000,1244,5748.6,0.22,85,100,105,115,435,0,0,0,430,93000,440,96400,445,75,975,695,585,110,71.3,60,15.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390902,35390902,London,2021A00053539036,2021,422324,383822,10,1.6,2.2,00000,4043,3598.9,1.12,290,310,295,300,1400,0,0,375,1395,98000,1430,105600,1430,355,3225,2165,1910,255,67.1,59.2,11.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390904,35390904,London,2021A00053539036,2021,422324,383822,10,4.4,2.6,00000,657,2258.5,0.29,40,110,115,85,315,0,250,0,315,52800,315,51200,310,220,505,335,275,65,66.3,54.5,19.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390905,35390905,London,2021A00053539036,2021,422324,383822,10,1.5,0,00000,560,1747.3,0.32,30,45,20,25,200,0,0,0,200,148000,215,151000,215,0,485,320,275,45,66,56.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390906,35390906,London,2021A00053539036,2021,422324,383822,10,1.3,0,00000,463,1619.4,0.29,35,30,20,10,145,0,0,0,150,168000,160,196000,160,0,435,220,185,40,50.6,42.5,18.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390907,35390907,London,2021A00053539036,2021,422324,383822,10,0.7,0.9,00000,1132,1234.6,0.92,65,60,60,85,445,0,0,0,445,82000,440,103600,440,75,910,545,455,85,59.9,50,15.6,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390908,35390908,London,2021A00053539036,2021,422324,383822,10,1,0,00000,298,4227,0.07,35,20,25,25,100,0,10,0,100,53200,100,76000,95,65,255,130,105,25,51,41.2,19.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390909,35390909,London,2021A00053539036,2021,422324,383822,10,0,0,00000,607,583.3,1.04,50,55,20,30,195,5,0,0,200,139000,200,133000,195,0,480,280,255,25,58.3,53.1,8.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390910,35390910,London,2021A00053539036,2021,422324,383822,10,1.2,1.2,00000,869,2819.6,0.31,35,35,20,15,325,0,90,0,325,90000,335,115600,340,100,685,300,270,30,43.8,39.4,10,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390911,35390911,London,2021A00053539036,2021,422324,383822,10,0.3,0,00000,990,1764.4,0.56,90,50,25,45,310,5,0,0,310,151000,310,172000,310,0,730,470,410,65,64.4,56.2,13.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390912,35390912,London,2021A00053539036,2021,422324,383822,10,0.5,0,00000,600,2631.6,0.23,35,30,20,15,195,0,0,0,200,176000,190,188000,195,0,485,295,275,20,60.8,56.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390913,35390913,London,2021A00053539036,2021,422324,383822,10,0.5,0,00000,593,1785.6,0.33,50,35,35,25,215,0,0,0,215,114000,220,135000,220,0,545,345,325,20,63.3,59.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390914,35390914,London,2021A00053539036,2021,422324,383822,10,2.3,1.9,00000,858,3624.8,0.24,45,50,60,70,430,0,25,330,430,44400,425,48000,425,275,655,340,250,95,51.9,38.2,27.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390915,35390915,London,2021A00053539036,2021,422324,383822,10,0.4,1.4,00000,812,4076.3,0.2,65,45,45,55,280,0,0,0,280,87000,270,101000,270,40,640,340,315,30,53.1,49.2,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390916,35390916,London,2021A00053539036,2021,422324,383822,10,0.9,2.4,00000,890,3319.7,0.27,45,45,65,55,330,5,0,0,330,84000,325,89200,325,30,750,435,375,65,58,50,14.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390917,35390917,London,2021A00053539036,2021,422324,383822,10,0.3,0,00000,964,4496.3,0.21,55,65,65,65,305,0,0,0,305,86000,310,95000,310,45,720,360,310,50,50,43.1,13.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390918,35390918,London,2021A00053539036,2021,422324,383822,10,0.8,2.3,00000,1126,4452.4,0.25,100,90,55,70,360,0,0,0,360,89000,350,94400,350,35,890,505,410,90,56.7,46.1,17.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390919,35390919,London,2021A00053539036,2021,422324,383822,10,0,0,00000,415,4626.5,0.09,40,30,35,20,110,0,0,0,110,69000,115,59000,115,60,320,125,100,25,39.1,31.3,20,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390920,35390920,London,2021A00053539036,2021,422324,383822,10,3.5,5.9,00000,351,90000,0,25,25,35,35,145,0,140,0,140,54000,140,67000,135,80,275,150,115,35,54.5,41.8,23.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390921,35390921,London,2021A00053539036,2021,422324,383822,10,0.6,1.1,00000,1087,5246.1,0.21,80,75,80,75,355,0,0,0,350,80000,340,85200,340,80,820,460,405,60,56.1,49.4,13,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390922,35390922,London,2021A00053539036,2021,422324,383822,10,2.7,4.8,00000,767,8897.9,0.09,45,40,55,45,335,0,0,335,335,50400,340,61600,340,340,585,240,210,30,41,35.9,12.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390923,35390923,London,2021A00053539036,2021,422324,383822,10,1.1,0,00000,977,1796.9,0.54,105,60,20,30,345,0,0,0,350,154000,360,184000,355,10,855,480,435,40,56.1,50.9,8.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390924,35390924,London,2021A00053539036,2021,422324,383822,10,1.3,1.8,00000,1210,1722.7,0.7,45,75,75,45,460,0,0,105,460,85000,435,113200,435,195,820,380,345,35,46.3,42.1,9.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390925,35390925,London,2021A00053539036,2021,422324,383822,10,0,0,00000,955,3667.4,0.26,100,70,20,25,270,0,0,0,270,133000,265,142000,265,10,670,400,370,35,59.7,55.2,8.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390926,35390926,London,2021A00053539036,2021,422324,383822,10,0,0,00000,840,4121.7,0.2,85,55,40,25,270,0,0,0,270,118000,275,153000,275,45,755,445,410,40,58.9,54.3,9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390927,35390927,London,2021A00053539036,2021,422324,383822,10,1.4,2.1,00000,3254,3309.9,0.98,250,210,240,160,1145,5,10,10,1145,98000,1145,110400,1145,445,2470,1675,1425,250,67.8,57.7,14.9,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390928,35390928,London,2021A00053539036,2021,422324,383822,10,3.3,3.8,00000,2164,15402.1,0.14,100,170,265,260,950,0,0,920,945,52000,945,56100,940,930,1720,1005,870,135,58.4,50.6,13.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390929,35390929,London,2021A00053539036,2021,422324,383822,10,3.6,6,00000,1285,3822.1,0.34,100,120,130,105,450,0,0,245,445,54800,445,62000,440,425,915,515,400,110,56.3,43.7,21.4,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390930,35390930,London,2021A00053539036,2021,422324,383822,10,4.7,9.5,00909,175,7575.8,0.02,10,20,20,15,90,0,0,0,,,,,85,40,125,65,55,10,52,44,15.4,,,,,,,,,,,,6,6,6,6,,,,,,,,,
2021S051235390931,35390931,London,2021A00053539036,2021,422324,383822,10,2.1,2.9,00000,445,5039.6,0.09,30,30,30,30,140,0,0,0,145,102000,145,102000,145,20,395,265,210,55,67.1,53.2,20.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390932,35390932,London,2021A00053539036,2021,422324,383822,10,1.1,2.1,00000,502,3114.1,0.16,40,35,35,20,185,0,0,0,190,107000,190,123000,190,0,465,270,220,50,58.1,47.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390933,35390933,London,2021A00053539036,2021,422324,383822,10,0.4,0,00000,638,4061.1,0.16,55,40,30,25,225,0,0,0,220,95000,225,108000,225,10,475,315,285,30,66.3,60,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390934,35390934,London,2021A00053539036,2021,422324,383822,10,3.3,0.9,00000,1205,434.5,2.77,60,70,95,140,425,5,5,120,420,96000,445,104400,445,115,985,655,595,60,66.5,60.4,9.2,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390935,35390935,London,2021A00053539036,2021,422324,383822,10,0,0,00000,393,159.5,2.46,30,20,5,5,150,0,0,0,145,157000,155,280000,155,0,335,220,210,10,65.7,62.7,4.5,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390936,35390936,London,2021A00053539036,2021,422324,383822,10,0,1.5,00000,667,1466.3,0.45,55,55,15,5,270,0,0,0,270,162000,270,194000,270,0,625,305,280,30,48.8,44.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390937,35390937,London,2021A00053539036,2021,422324,383822,10,0.5,0,00000,602,2935.2,0.21,50,45,25,15,205,0,0,0,200,164000,190,210000,190,0,485,300,280,25,61.9,57.7,8.3,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390938,35390938,London,2021A00053539036,2021,422324,383822,10,0.6,0.9,00000,2329,870.2,2.68,120,95,35,40,895,0,0,0,890,136000,940,176400,940,105,1990,810,690,120,40.7,34.7,14.8,,,,,,,,,,,,,,,,,,,,,,,,
2021S051235390939,35390939,London,2021A00053539036,2021,422324,383822,10,1.9,1.7,00000,1878,2362.3,0.8,145,95,110,125,725,0,0,60,725,116000,700,143200,700,360,1415,1045,925,115,73.9,65.4,11,,,,,,,,,,,,,,,,,,,,,,,,
